"","symbol","mean","stddev"
"155","DUOXA2",0.152466120524219,0.577651570027735
"156","FPR3",0.00491745454999598,0.0860721307825619
"157","SLA",0.00598756058833001,0.0887498933128131
"158","ITIH1",0.000679979864245714,0.0249397977567153
"159","PADI3",0.00388596734817579,0.0543340315859482
"160","MCM10",0.00560002802611069,0.0695125563891884
"161","MTNR1A",0.00209806408495425,0.0303578464207458
"162","BICC1",0.0862486355073389,0.336270632643047
"163","PLP1",0.0036064041967919,0.08231092497794
"164","HSPA6",0.0117227453655229,0.15582403227825
"165","CDC20",0.00892233668454117,0.11062765684214
"166","KANK4",0.0293470457005978,0.178291348620447
"167","CUZD1",0.00596041291849421,0.104633879552877
"168","NPPB",0.00510440263575744,0.0824031465398168
"169","TNFAIP2",0.229408603177102,0.578301101729747
"170","MMP2",0.057244663903502,0.349268101804556
"171","OR1N2",0.000435010832868082,0.0196695017689872
"172","CFB",0.696570956329869,1.17272219273401
"173","SIGLEC6",0.00254115008851605,0.07359333537524
"174","SLC6A15",0.00202287405136887,0.0362657276340687
"175","GABBR2",0.00306072525200465,0.0475393119641727
"176","CEACAM7",0.173862850182112,0.628539398245535
"177","ANXA1",0.131444141983763,0.463400318079731
"178","AQP1",0.316989578368516,0.805870769012736
"179","PNLIPRP1",0.192901044665187,0.644416993955234
"180","GJA4",0.00713343142387322,0.0908849127783715
"181","VCAM1",0.108444957447372,0.431991424119356
"182","CD80",0.000805948709506697,0.0252436048459628
"183","SYCN",0.0731417082849531,0.333898887608361
"184","MFAP4",0.0139383890831677,0.140410810001976
"185","BTNL8",0.00272253883596733,0.0451293733912718
"186","CYP1A1",0.11541310681879,0.498604304363674
"187","SERPINB4",0.00575275618300984,0.104037627782089
"188","PI3",0.0312658343378113,0.21020088662991
"189","GAL",0.0174960340644869,0.142573490500711
"190","SAMSN1",0.0158224620745909,0.153267049299845
"191","PTGS2",0.0175129342927234,0.141878383856784
"192","RBP4",0.823628673267746,1.41434812490317
"193","CHSY3",0.00298360134266473,0.0400956037375629
"194","TGFB3",0.0376260204595477,0.216349332613438
"195","CDH19",0.0108238231483538,0.135001121234676
"196","SELL",0.00375302426301217,0.0534595160581784
"197","TEX29",0.00369061728997899,0.0525813969221958
"198","REG3G",0.135414333909644,0.523648510570757
"199","SPRR3",0.00853063790664235,0.115490627052672
"200","CD53",0.0118864435645099,0.144437735276135
"201","PCDH8",0.0104427934989696,0.109595425953902
"202","C6orf222",0.161188877499031,0.472598438609166
"203","CDH11",0.0519431155031771,0.281660985511516
"204","CD226",0.00172251180262167,0.0345800807206296
"205","HPGDS",0.00535916038857808,0.11521130930106
"206","SEMA4A",0.0293445642083214,0.139502081184496
"207","GZMB",0.00268232864004973,0.0478693204687842
"208","HMGCS2",0.0369137651850419,0.235106343960652
"209","FBXL7",0.00944062618652241,0.0795101728723047
"210","CHGB",2.68126956729527,1.90594471201777
"211","HS3ST2",0.00479166947535068,0.0868510232351382
"212","FCER1G",0.0180396185355328,0.197467408621866
"213","KLK1",0.155909730677061,0.458730605559308
"214","CD52",0.00276492649581995,0.0689698645308494
"215","CLEC6A",0.000465479043842644,0.0180377393680006
"216","OR5B21",0.000399997202241778,0.0188151232856316
"217","CILP",0.00345227422021441,0.0593878509376737
"218","DEPDC1",0.00914393540793715,0.0813497235533284
"219","SLCO2A1",0.0234697725837923,0.200816329547978
"220","SERPINE1",0.153257058146638,0.57643072860448
"221","GABRA5",0.00248576298044339,0.0422616059447422
"222","NGFR",0.0130859295086439,0.145538763236049
"223","SOX4",0.909349529625916,1.11165146229587
"224","ZCCHC24",0.0435900012805081,0.187223080957505
"225","MYCT1",0.0131399397614658,0.140781488503779
"226","CD4",0.0105899631006325,0.103420108264452
"227","CLDN2",0.17056071401984,0.564132258166699
"228","FGG",0.0537671323595799,0.318772902696222
"229","MIR137HG",0.00227506597828684,0.0366877789887945
"230","CXCL1",0.190251456519161,0.596157674301916
"231","HAPLN4",0.0162128743236745,0.136096333518597
"232","CCL2",0.263938395716585,0.772299622307569
"233","PLVAP",0.0290712936563933,0.308065577030411
"234","PSG4",0.0332893598510682,0.188777818254506
"235","DSCR9",0.0025798345714849,0.03835133576237
"236","ACTN2",0.00292089543617114,0.0421383399455088
"237","HADH",0.820372082934421,1.01021839917748
"238","OLFML2B",0.012178197918778,0.119865061145232
"239","PODXL",0.092243933792946,0.328034696444164
"240","KCNH1",0.0148652472576332,0.100144051561499
"241","CDK15",0.0018692380541024,0.0450192848430468
"242","TAC1",0.0134653627684278,0.13264602563575
"243","WDFY4",0.00131148407286728,0.0329201989362721
"244","KYNU",0.0244756165789314,0.145619893430353
"245","FGA",0.0418512157999858,0.270664561890531
"246","ITGA5",0.144920642742783,0.416052266865771
"247","DTX1",0.0184323344493794,0.11888097906259
"248","DHRS9",0.00516537823500646,0.0826807494734325
"249","CCNA1",0.00852234647768194,0.0822056010394885
"250","HCK",0.0129600675106158,0.157712933024852
"251","CCDC80",0.0336231345248593,0.192804208778549
"252","KLK13",0.00129094847491465,0.027944369001632
"253","SAT1",1.57951958556722,1.27789266449228
"254","TM4SF1",0.818411343437263,1.08554644544808
"255","SLC6A12",0.00271582862134324,0.0406899130868678
"256","PP14571",0.000793926362755341,0.0244732492292826
"257","IP6K3",0.00121611343018983,0.0260175201784621
"258","ANLN",0.0100588374054304,0.105507032149593
"259","PMP2",0.00322712248104692,0.0732252884288774
"260","CPZ",0.00379982152669178,0.0546170258624078
"261","PCK1",0.0433886080795909,0.266762394658711
"262","CPXM2",0.00810362519410058,0.0776790893102597
"263","BAAT",0.080314967482206,0.295769280644539
"264","GPR34",0.00758604647131412,0.094920783193524
"265","OVOL1",0.0208616187144368,0.116895773685602
"266","ZSWIM2",0.000995057683977653,0.0306991480855647
"267","GUCY2C",0.0050161573529232,0.0605359163693059
"268","PPM1J",0.0159319210729609,0.0955397265763612
"269","ENC1",0.218412150222498,0.500012930239101
"270","RNF17",0.00292348291900696,0.0403383032603395
"271","CNTNAP4",0.0016508649834918,0.0331469468441004
"272","ALOX5AP",0.0253129724268182,0.217911439075172
"273","POU2F3",0.0153943044735973,0.109446976887891
"274","RNASE1",0.258415555248389,0.694418881047466
"275","CYP21A2",0.00123824185900302,0.0304865991192043
"276","MT1H",0.0470764328778736,0.307560456173247
"277","PXDN",0.16256143255636,0.553894093336717
"278","PDE2A",0.023539270462925,0.149434705031081
"279","CTGF",0.170081542247771,0.571740540758806
"280","AGR2",0.0368244558345211,0.227779381705893
"281","ENG",0.0575076965791082,0.322790349709148
"282","ATP12A",0.000657538767774565,0.019539735041591
"283","ZP2",0.00082686191481195,0.0219489657808894
"284","GSTA1",0.498440550167597,0.973423629852199
"285","SLAMF9",0.000790386108110041,0.0239629581448028
"286","RNF175",0.00088053503330473,0.0192201477833923
"287","MERTK",0.0262742645189837,0.13297956657356
"288","MT1G",0.206327547205701,0.643339620124854
"289","SPTBN5",0.00767821421042501,0.0657483920597215
"290","TRPC5",0.001035688682727,0.0310565593071034
"291","TM4SF18",0.0279008351122418,0.18067238202819
"292","ASPN",0.0055098979429919,0.0880034333010194
"293","FABP4",0.00776281202375055,0.136709593516095
"294","KRT6B",0.00971910392005068,0.101315845317557
"295","CYP2C19",0.000841711358641491,0.0223802028632854
"296","SELE",0.00438768604215657,0.105415903373276
"297","PRODH2",0.00267805105932595,0.0401463333935573
"298","GPX3",1.14730806897059,1.27569507424636
"299","KRT1",0.00172325940858923,0.0635472250936275
"300","DLK1",0.254866278417432,0.768409006328529
"301","CYBB",0.00911340981438958,0.12242058667542
"302","FN1",0.26849981616424,0.754811208103644
"303","FES",0.0157221924371981,0.107315563301912
"304","PTGER2",0.00878868742426352,0.0748190464812304
"305","PLAU",0.110949177239576,0.406851037491017
"306","KHDRBS2",0.00238227126199241,0.040570244763853
"307","LCE1E",0.00081854410575335,0.0249838904652837
"308","FREM1",0.0082819378950785,0.0748090187874189
"309","CPXM1",0.00520879631675281,0.0633541585369061
"310","ACY3",0.0171729181937962,0.0904271594462999
"311","TET3",0.0516901578153617,0.172773385197552
"312","TSPAN8",0.40718257290142,0.874163137884787
"313","BCAT1",0.262309736309626,0.634269272667484
"314","HAS2",0.00878019949103057,0.0927273855902759
"315","CEL",0.300861845415057,0.807121478691976
"316","SLC30A8",1.63207760338057,1.37493724495711
"317","TMPRSS13",0.0174276958808128,0.102299244245628
"318","KCNS3",0.0458929654256344,0.179372019207592
"319","KRT23",0.154113185596419,0.520845369002293
"320","SHISA6",0.0315782286447612,0.156985191573818
"321","ZNF442",0.021964521486716,0.141938247350506
"322","GPRC5A",0.0761718305790609,0.302962529273022
"323","KRT7",0.635619273007894,1.09961101774884
"324","CBX2",0.0147000625217765,0.0967360581670287
"325","LTBP1",0.127460749589466,0.387202316783565
"326","HSD11B1",0.0338886366806815,0.228819497688054
"327","CYP2C9",0.0127010302626996,0.112790758062096
"328","MUC1",0.479375232707879,0.906946421139648
"329","PKD1L1",0.00278472476802894,0.0519559034490452
"330","OR52N2",0.00239835991463436,0.0360632994584847
"331","COL17A1",0.00116680167556561,0.0260869458304061
"332","FOXL1",0.00345394981620179,0.0551465599142883
"333","CD34",0.009191613252664,0.111479068103768
"334","RBMS3",0.0307468350084941,0.154426994271681
"335","AGTR1",0.0341388141297916,0.164662571415001
"336","AOC3",0.00473536841264283,0.0554575874583072
"337","SERPINB2",0.0849995848074249,0.445592413093382
"338","IFITM3",0.809070371669332,1.10326607890065
"339","FLRT2",0.295737303138822,0.607593663752453
"340","LRRC15",0.000643020834394708,0.0190555176346854
"341","MEPE",0.0011071731337614,0.026526813456902
"342","ZKSCAN4",0.0326097397252913,0.146922669232393
"343","LDHA",1.05516926056464,0.917815938484934
"344","BUB1",0.0151224141329212,0.120881096749492
"345","RNF112",0.000715921034046441,0.0185684047982492
"346","TRPV6",0.152455942665921,0.418298174719707
"347","XIST",0.356620694852647,0.638353482546657
"348","SLFN11",0.0244474526161247,0.136860567153159
"349","FHL5",0.00165119404735286,0.0369664576344022
"350","CRNDE",0.0260287146236484,0.121681525650785
"351","CCR1",0.00836502905661354,0.106140762883474
"352","IKZF1",0.00426325941827726,0.0659435805204493
"353","ITPRIPL1",0.00116405817580031,0.0257419110794254
"354","FAM71F1",0.00227353497891199,0.0357943301856594
"355","IL32",0.44051576530533,0.806361612934332
"356","CAPN14",0.00202451070058472,0.0405549792586963
"357","KDR",0.0269825128641714,0.26775278080259
"358","A2M",0.0580743378798297,0.287250440877531
"359","HSPA1L",0.0327030704656889,0.155908490388081
"360","ALDOB",0.329012113575637,0.832916149634918
"361","CYTIP",0.00437725373713625,0.0575682384940906
"362","BMP6",0.0050046881489767,0.0702023201721382
"363","GPR65",0.0118965194714052,0.1007424403574
"364","SLC4A4",0.421517871762448,0.798735758027751
"365","ANXA2",1.39400485186227,1.16003288719498
"366","ADH6",0.00859401700222401,0.0846899030746402
"367","DCSTAMP",0.00546338448271344,0.0654664342497824
"368","ABHD1",0.00396599050728037,0.0533564494629245
"369","BTNL3",0.00204640964614975,0.0372916986821499
"370","THBS2",0.0726058756025268,0.375587246792033
"371","PCSK1",0.757513154413878,1.08250869055087
"372","ZNF300",0.0316360638749412,0.145179450623646
"373","SPATS1",0.00101451739612438,0.030064499123472
"374","INSRR",0.00198255604748201,0.0408376964387142
"375","PRDM1",0.0440707882726454,0.258463629190645
"376","MEGF10",0.00120126264137124,0.0260239380528849
"377","VGLL1",0.00536658532201155,0.0614379172453423
"378","ABCC8",1.27520056350365,1.19210663293967
"379","PDGFD",0.121103366747755,0.354041069402477
"380","DDR2",0.0283215947598824,0.16522151258066
"381","COL15A1",0.112372605271641,0.496896408351409
"382","CD8A",0.00621335230933702,0.0672161760393585
"383","VMP1",0.784269557698159,0.69266444811332
"384","TLR1",0.0238258770606147,0.116390963140264
"385","AKR1C3",0.444389295026982,0.816830072294268
"386","MATN1",0.00176207938872837,0.033410626493923
"387","DLGAP5",0.0048005979476676,0.0699430185888294
"388","E2F8",0.00205285827558221,0.0374829490679926
"389","CD86",0.00426061729226947,0.0697602354330271
"390","ZNF311",0.00652548410556304,0.054710471921176
"391","C4BPA",0.0631752340855677,0.279706274575097
"392","PHACTR3",0.00167369426565002,0.0310881929845239
"393","PCDHAC2",0.019582488848998,0.133472257698464
"394","NIPAL4",0.000801663132483783,0.027237250622059
"395","IL13RA2",0.0198151085637542,0.140600691068852
"396","DHRS3",0.363700734580691,0.653069767556809
"397","ERG",0.0170471185729152,0.165219778201102
"398","TTC29",0.000692505807527144,0.0212812100688674
"399","AFAP1L1",0.0117325418221949,0.11708048504512
"400","KCNIP3",0.00330695647473232,0.0388618132475503
"401","CRYAB",0.125717006135469,0.462779976346899
"402","ITGB2",0.0112188065847485,0.135770450786205
"403","APOBEC3B",0.0298040898590649,0.160624670330578
"404","TRPV2",0.0253109390578793,0.145355470493396
"405","CXCL12",0.0576779143486008,0.230536989932384
"406","SPARCL1",0.0150906243705777,0.149495621841188
"407","FNDC1",0.00606655801448024,0.0698843416918391
"408","SMIM17",0.0181465622571873,0.100590834638688
"409","RBM44",0.00484088724014709,0.0535120161757907
"410","KPNA7",0.00740230770496336,0.0726729778819089
"411","CRYGD",0.00556664571064884,0.068008994501241
"412","RHBDF1",0.116789655229246,0.281832065020774
"413","RAB27B",0.0771312170444311,0.244116232548899
"414","ARHGAP20",0.0035635089668235,0.0481002535583913
"415","ADAMTS9",0.0928510937651217,0.333705654592483
"416","KLHL31",0.00983516611851849,0.0842922630282661
"417","SEMA3A",0.011877540084768,0.100638347331134
"418","CPVL",0.0366563988208256,0.17748827989935
"419","GATA3",0.00239879464704481,0.0448954547480252
"420","CD1D",0.00623741072028452,0.0692952035883456
"421","TTK",0.00674900079134902,0.0690535203983796
"422","CXCL17",0.163721345792998,0.496655587514854
"423","RAB34",0.0442317142338724,0.190951459882266
"424","KCTD4",0.00194970572912536,0.0436511558336569
"425","NPY1R",0.0211855591404969,0.124824200543439
"426","FOXP3",0.00221343216530905,0.0339624036167842
"427","PP2D1",0.00254149215999693,0.0453236770324729
"428","BMPR1B",0.0187828414981755,0.119690267151102
"429","SRPX2",0.0417293806947627,0.218197031839002
"430","MSR1",0.00660537431217435,0.102674381451463
"431","C15orf54",0.00331047267252693,0.0597475403846982
"432","ALDH1A1",2.29058526598491,1.22017924218358
"433","PDGFRB",0.0887448788469084,0.457729632832742
"434","COL5A2",0.104573375533308,0.436016811971019
"435","ZNF256",0.0320956249254672,0.148354138837898
"436","LGALS1",0.227779460917891,0.641242508880053
"437","ACVRL1",0.0257088279328895,0.193224079921627
"438","OSBPL5",0.0225164697793021,0.107863727925771
"439","SUSD3",0.00245205836778374,0.038295944611392
"440","HEYL",0.0968697665331687,0.342222754500759
"441","EGFLAM",0.00490519380975207,0.0571493624970034
"442","UPK1A",0.000996376874591065,0.0238555180378534
"443","PAQR5",0.0669219156809426,0.228344077606644
"444","ZNF30",0.0453870796562387,0.202290060269099
"445","IGFBP3",0.129441691047188,0.469972637997383
"446","HSPB3",0.00284724649510929,0.0476682247266515
"447","PDK4",0.942065326421909,1.07885756774942
"448","SCARA3",0.0287612298664472,0.177537044131177
"449","GABRA1",0.0127397225133769,0.137838363644542
"450","RASL12",0.0105760270003107,0.108440333303412
"451","MYOCD",0.00231963071362267,0.0390596094584216
"452","ZNF792",0.03774324376832,0.156799081731827
"453","AKR1B10",0.285988807039683,0.702905596105009
"454","EBF1",0.0372633143665136,0.194205307488341
"455","ITGB1BP2",0.00382374704650269,0.0458737372319691
"456","CXCR4",0.030449069480189,0.224130254228713
"457","CXCL2",0.364469206746176,0.798378829646857
"458","CYP1B1",0.096587642295756,0.383693510426117
"459","SLC25A34",0.121877610958062,0.406613986083104
"460","PIEZO2",0.0381572464258889,0.190198444919065
"461","MCF2",0.000808870245819938,0.0224521775674321
"462","XKRX",0.00146057862883296,0.0278851539958517
"463","IL1R2",0.0115364556102772,0.0861562720346129
"464","FGF19",0.0305887548874522,0.252848990598499
"465","CHI3L1",0.0735829903436023,0.327701409034703
"466","TRPM2",0.0128811905202858,0.104882632487478
"467","FST",0.0170001779794226,0.106583292662298
"468","CDHR1",0.00423166241889815,0.0593010076449969
"469","THY1",0.0472044355465659,0.277902567994466
"470","SERPING1",0.472450161729093,0.943974117063062
"471","HMOX1",0.0717632175145608,0.311052722573868
"472","EPHX3",0.0199703075808608,0.116475044908753
"473","LRRC66",0.0072104235266565,0.0695264022416846
"474","DGKI",0.00451563864383559,0.0609754165798902
"475","GJB2",0.0273397808372277,0.129268711317336
"476","METRNL",0.064386993387604,0.209560730045747
"477","CDK1",0.0198340497146132,0.160107213698767
"478","FCGR2A",0.0159063480941531,0.122407986798424
"479","FILIP1",0.00799516074992326,0.0807868257806252
"480","KCNG1",0.0321900651158666,0.165967253240746
"481","PCDHB8",0.00523889055938493,0.0520681393916864
"482","SHISA2",0.0390007659345008,0.194003806933104
"483","TNNI2",0.011938008412534,0.108756761438822
"484","SELPLG",0.00342831892105472,0.0676912109013609
"485","GNG3",0.00230378906883809,0.0304674029832206
"486","PXT1",0.00122962339010543,0.0259231576544755
"487","DHRS13",0.0811674877637332,0.216900638758052
"488","FRZB",0.0546791836713916,0.270440024409329
"489","TMEM71",0.00110799242939327,0.030449372748697
"490","PRIMA1",0.000971430497355995,0.0319848743168227
"491","FAM26E",0.00441746149360938,0.0546905867873854
"492","PAPPA",0.0366024855184596,0.224718384423644
"493","SLC22A13",0.00106657029564411,0.0240607352444915
"494","KCTD16",0.0189299724199934,0.114606174747304
"495","ZNF831",0.00348497898535665,0.0520785870930463
"496","FOXA1",0.0138018874924503,0.0948619166090228
"497","CTSE",0.102235931665885,0.377444472781746
"498","PTGER1",0.00766005252527127,0.0625831670713194
"499","GPC5",0.0021492577794077,0.0398621138374012
"500","IFITM1",0.0490245107950283,0.252477083229524
"501","CHRNA6",0.000539932121809251,0.0181938124345138
"502","LGI2",0.0381713312304398,0.187936378768472
"503","SNAI2",0.0714222399917171,0.33059054604339
"504","CLIC5",0.0139838242511501,0.102014373014794
"505","LRP4",0.0188455906973931,0.112120927087044
"506","GC",1.20894204808694,1.32840591650554
"507","ESAM",0.0348438571965988,0.256396999303297
"508","SLC28A3",0.0612762359568924,0.224015994715735
"509","SERPINA5",0.381194901711745,0.855275181756797
"510","GMIP",0.0434991430918104,0.154159951219553
"511","OASL",0.00845706578051287,0.0967997576641371
"512","FRMD6",0.0518842349323269,0.207269035493234
"513","AKAP5",0.069445180299125,0.221081479922558
"514","CLDN1",0.420073363038631,0.790010299809416
"515","DCST2",0.00117061971954459,0.0267434708618808
"516","TCF19",0.0251964582204137,0.137395971026899
"517","DMBT1",0.0225493060032106,0.185642593002053
"518","PAX4",0.00925828283285736,0.0918416821837519
"519","NTNG1",0.0131335726484625,0.106245852248604
"520","C1QL2",0.00112223283608735,0.0330359721358881
"521","CCNB2",0.0103941004554839,0.111813959102285
"522","PTGS1",0.0212288878008846,0.176324579570317
"523","COL5A1",0.110309215502549,0.485071513224598
"524","MN1",0.0111345712783609,0.0796765961963739
"525","NID2",0.0361468730061207,0.198183337324918
"526","ANKRD53",0.00724231754509106,0.0603868560925526
"527","PTPRR",0.00639890490014086,0.0696367896283328
"528","COL4A5",0.00774836208433896,0.066072625782745
"529","UPP2",0.00192206402411777,0.0351966353365776
"530","ZNF132",0.0399003624481911,0.167367427633676
"531","GBP3",0.13016352773316,0.327456616596782
"532","FLNC",0.00692088276199296,0.0637466378412525
"533","ANPEP",0.365577354441275,0.804750563133296
"534","TAC3",0.000321365647971642,0.0139895880947238
"535","FAM49A",0.0322011665386663,0.156511255075506
"536","PCDHA4",0.0136658421139756,0.0949973136494617
"537","RHOU",0.105629697459852,0.274491708544855
"538","FZD10",0.00320215911364965,0.0422582747138012
"539","SLC39A9",0.633909853860299,0.61835038517715
"540","SERPINI2",0.0690406979561317,0.305448695012068
"541","THSD1",0.00939009182300668,0.0853180343331412
"542","IGDCC4",0.00744235707109157,0.0892555658787733
